time,proportion
25696,0.002244669
25698,0.002244669
25702,0.002244669
25705,0.002244669
25708,0.002244669
25712,0.002244669
25714,0.002244669
25719,0.002244669
25720,0.002244669
25726,0.002244669
25732,0.002244669
25735,0.002244669
25738,0.002244669
25744,0.002244669
25751,0.002244669
25753,0.002244669
25758,0.002244669
25765,0.002244669
25769,0.002244669
25772,0.002244669
25775,0.002244669
25779,0.002244669
25781,0.002244669
25786,0.002244669
25787,0.002244669
25793,0.002244669
25799,0.002244669
25800,0.002525253
25805,0.002525253
25807,0.002525253
25809,0.002525253
25811,0.002525253
25814,0.002525253
25816,0.002525253
25817,0.002525253
25823,0.002525253
25830,0.002525253
25837,0.002525253
25844,0.002525253
25851,0.002525253
25858,0.002525253
25860,0.002805836
25865,0.002805836
25868,0.002805836
25872,0.002805836
25875,0.002805836
25879,0.002805836
25882,0.002805836
25886,0.002805836
25889,0.002805836
25893,0.002805836
25896,0.002805836
25900,0.00308642
25902,0.00308642
25903,0.00308642
25908,0.00308642
25910,0.003367003
25915,0.003367003
25917,0.003367003
25918,0.003367003
25919,0.003367003
25922,0.003367003
25924,0.003367003
25925,0.003367003
25926,0.003367003
25929,0.003367003
25931,0.003367003
25932,0.003367003
25933,0.003367003
25936,0.003367003
25938,0.003367003
25939,0.003367003
25940,0.003367003
25943,0.003367003
25946,0.003367003
25947,0.003367003
25950,0.003367003
25953,0.003367003
25954,0.003367003
25957,0.003367003
25960,0.003367003
25961,0.003367003
25963,0.003367003
25964,0.003367003
25967,0.003367003
25968,0.003367003
25970,0.003647587
25971,0.003647587
25974,0.003647587
25975,0.003647587
25977,0.003647587
25978,0.003647587
25979,0.003647587
25981,0.003647587
25984,0.003647587
25986,0.003647587
25987,0.003647587
25991,0.003647587
25993,0.003647587
25998,0.003647587
26000,0.003647587
26003,0.003647587
26005,0.003647587
26007,0.003647587
26010,0.003647587
26012,0.003647587
26014,0.003647587
26017,0.003647587
26019,0.003647587
26021,0.003647587
26024,0.003647587
26026,0.003647587
26028,0.003647587
26031,0.003647587
26035,0.003647587
26038,0.003647587
26042,0.003647587
26045,0.003647587
26049,0.003647587
26052,0.003647587
26056,0.003647587
26058,0.003647587
26059,0.003647587
26060,0.003928171
26063,0.003928171
26066,0.003928171
26068,0.003928171
26074,0.003928171
26075,0.003928171
26081,0.003928171
26082,0.003928171
26088,0.003928171
26089,0.003928171
26090,0.004208754
26095,0.004208754
26096,0.004208754
26099,0.004208754
26102,0.004208754
26103,0.004208754
26106,0.004208754
26109,0.004208754
26110,0.004769921
26113,0.004769921
26116,0.004769921
26117,0.004769921
26118,0.004769921
26119,0.004769921
26120,0.004769921
26123,0.004769921
26124,0.004769921
26125,0.004769921
26126,0.004769921
26127,0.004769921
26130,0.004769921
26131,0.004769921
26132,0.004769921
26133,0.004769921
26134,0.004769921
26137,0.004769921
26138,0.004769921
26139,0.004769921
26140,0.004769921
26141,0.004769921
26144,0.004769921
26146,0.004769921
26147,0.004769921
26148,0.004769921
26153,0.004769921
26154,0.004769921
26155,0.004769921
26160,0.004769921
26161,0.004769921
26162,0.004769921
26163,0.004769921
26167,0.004769921
26168,0.004769921
26169,0.004769921
26170,0.004769921
26174,0.004769921
26175,0.004769921
26177,0.004769921
26178,0.004769921
26181,0.004769921
26182,0.004769921
26184,0.004769921
26188,0.004769921
26189,0.004769921
26191,0.004769921
26194,0.004769921
26195,0.004769921
26198,0.004769921
26201,0.004769921
26204,0.004769921
26205,0.004769921
26208,0.004769921
26212,0.004769921
26214,0.004769921
26215,0.004769921
26219,0.004769921
26220,0.004769921
26221,0.004769921
26222,0.004769921
26226,0.004769921
26227,0.004769921
26228,0.004769921
26229,0.004769921
26234,0.004769921
26235,0.004769921
26236,0.004769921
26241,0.004769921
26242,0.004769921
26243,0.004769921
26248,0.004769921
26249,0.004769921
26250,0.004769921
26255,0.004769921
26256,0.004769921
26257,0.004769921
26262,0.004769921
26263,0.004769921
26269,0.004769921
26270,0.004769921
26276,0.004769921
26277,0.004769921
26283,0.004769921
26290,0.005050505
26299,0.005050505
26300,0.005331089
26306,0.005331089
26309,0.005331089
26313,0.005331089
26316,0.005331089
26320,0.005331089
26323,0.005331089
26327,0.005331089
26330,0.005331089
26334,0.005331089
26337,0.005331089
26341,0.005331089
26344,0.005331089
26348,0.005331089
26351,0.005331089
26355,0.005331089
26358,0.005331089
26364,0.005331089
26365,0.005331089
26372,0.005331089
26379,0.005331089
26380,0.005331089
26386,0.005331089
26387,0.005331089
26394,0.005331089
26395,0.005331089
26400,0.005611672
26401,0.005611672
26408,0.005611672
26409,0.005611672
26411,0.005611672
26415,0.005611672
26416,0.005611672
26418,0.005611672
26422,0.005611672
26423,0.005611672
26425,0.005611672
26429,0.005611672
26430,0.005611672
26432,0.005611672
26436,0.005611672
26437,0.005611672
26439,0.005611672
26443,0.005611672
26444,0.005611672
26446,0.005611672
26451,0.005611672
26453,0.005611672
26458,0.005611672
26460,0.005611672
26465,0.005611672
26467,0.005611672
26472,0.005611672
26474,0.005611672
26479,0.005611672
26480,0.005892256
26486,0.005892256
26489,0.005892256
26495,0.005892256
26496,0.005892256
26503,0.005892256
26510,0.005892256
26511,0.005892256
26517,0.005892256
26518,0.005892256
26520,0.00617284
26524,0.00617284
26525,0.00617284
26529,0.00617284
26531,0.00617284
26532,0.00617284
26536,0.00617284
26538,0.00617284
26539,0.00617284
26543,0.00617284
26545,0.00617284
26546,0.00617284
26550,0.00617284
26552,0.00617284
26553,0.00617284
26557,0.00617284
26559,0.00617284
26560,0.00617284
26564,0.00617284
26567,0.00617284
26568,0.00617284
26571,0.00617284
26574,0.00617284
26578,0.00617284
26584,0.00617284
26585,0.00617284
26590,0.006453423
26591,0.006453423
26592,0.006453423
26598,0.006453423
26599,0.006453423
26604,0.006453423
26605,0.006453423
26608,0.006453423
26610,0.006734007
26612,0.006734007
26616,0.006734007
26619,0.006734007
26620,0.00701459
26622,0.00701459
26624,0.00701459
26626,0.00701459
26628,0.00701459
26630,0.007295174
26631,0.007295174
26633,0.007295174
26634,0.007295174
26635,0.007295174
26638,0.007295174
26640,0.007295174
26642,0.007295174
26645,0.007295174
26646,0.007295174
26647,0.007295174
26649,0.007295174
26652,0.007295174
26654,0.007295174
26655,0.007295174
26656,0.007295174
26659,0.007295174
26661,0.007295174
26663,0.007295174
26666,0.007295174
26668,0.007295174
26670,0.007295174
26671,0.007295174
26673,0.007295174
26675,0.007295174
26677,0.007295174
26680,0.007295174
26683,0.007295174
26684,0.007295174
26687,0.007295174
26689,0.007295174
26691,0.007295174
26694,0.007295174
26695,0.007295174
26698,0.007295174
26700,0.007295174
26701,0.007295174
26707,0.007295174
26708,0.007295174
26713,0.007295174
26714,0.007295174
26717,0.007295174
26719,0.007295174
26721,0.007295174
26723,0.007295174
26725,0.007295174
26728,0.007295174
26730,0.007295174
26733,0.007295174
26735,0.007295174
26737,0.007295174
26740,0.007295174
26742,0.007295174
26744,0.007295174
26747,0.007295174
26749,0.007295174
26751,0.007295174
26754,0.007295174
26756,0.007295174
26758,0.007295174
26761,0.007295174
26764,0.007295174
26765,0.007295174
26768,0.007295174
26770,0.007575758
26772,0.007575758
26775,0.007575758
26779,0.007575758
26782,0.007575758
26786,0.007575758
26789,0.007575758
26793,0.007575758
26800,0.008136925
26807,0.008136925
26809,0.008136925
26814,0.008136925
26816,0.008136925
26821,0.008136925
26823,0.008136925
26828,0.008136925
26830,0.008136925
26835,0.008136925
26837,0.008136925
26842,0.008136925
26844,0.008136925
26849,0.008136925
26851,0.008136925
26856,0.008136925
26858,0.008136925
26865,0.008136925
26872,0.008136925
26879,0.008136925
26881,0.008136925
26888,0.008136925
26895,0.008136925
26902,0.008136925
26904,0.008136925
26909,0.008136925
26911,0.008136925
26916,0.008136925
26918,0.008136925
26920,0.008417508
26923,0.008417508
26925,0.008417508
26928,0.008417508
26930,0.008417508
26932,0.008417508
26935,0.008417508
26937,0.008417508
26939,0.008417508
26942,0.008417508
26946,0.008417508
26949,0.008417508
26953,0.008417508
26956,0.008417508
26959,0.008417508
26960,0.008417508
26963,0.008417508
26967,0.008417508
26969,0.008417508
26970,0.008978676
26974,0.008978676
26977,0.008978676
26978,0.008978676
26979,0.008978676
26981,0.008978676
26984,0.008978676
26985,0.008978676
26986,0.008978676
26988,0.008978676
26989,0.008978676
26990,0.009259259
26991,0.009259259
26992,0.009259259
26993,0.009259259
26995,0.009259259
26998,0.009259259
26999,0.009259259
27000,0.009539843
27002,0.009539843
27005,0.009539843
27006,0.009539843
27007,0.009539843
27008,0.009539843
27009,0.009539843
27012,0.009539843
27013,0.009539843
27014,0.009539843
27016,0.009539843
27017,0.009539843
27018,0.009539843
27019,0.009539843
27020,0.009820426
27021,0.009820426
27023,0.009820426
27024,0.009820426
27025,0.009820426
27026,0.009820426
27027,0.009820426
27028,0.009820426
27029,0.009820426
27030,0.009820426
27031,0.009820426
27032,0.009820426
27033,0.009820426
27034,0.009820426
27035,0.009820426
27036,0.009820426
27037,0.009820426
27038,0.009820426
27039,0.009820426
27040,0.009820426
27041,0.009820426
27042,0.009820426
27043,0.009820426
27044,0.009820426
27045,0.009820426
27046,0.009820426
27047,0.009820426
27048,0.009820426
27049,0.009820426
27050,0.009820426
27051,0.009820426
27052,0.009820426
27053,0.009820426
27054,0.009820426
27055,0.009820426
27056,0.009820426
27057,0.009820426
27058,0.009820426
27059,0.009820426
27060,0.009820426
27061,0.009820426
27062,0.009820426
27063,0.009820426
27064,0.009820426
27065,0.009820426
27066,0.009820426
27067,0.009820426
27068,0.009820426
27069,0.009820426
27070,0.009820426
27071,0.009820426
27072,0.009820426
27073,0.009820426
27074,0.009820426
27075,0.009820426
27076,0.009820426
27077,0.009820426
27078,0.009820426
27079,0.009820426
27080,0.009820426
27081,0.009820426
27082,0.009820426
27083,0.009820426
27084,0.009820426
27085,0.009820426
27086,0.009820426
27087,0.009820426
27088,0.009820426
27089,0.009820426
27090,0.009820426
27091,0.009820426
27093,0.009820426
27094,0.009820426
27095,0.009820426
27096,0.009820426
27097,0.009820426
27098,0.009820426
27099,0.009820426
27101,0.009820426
27102,0.009820426
27103,0.009820426
27104,0.009820426
27105,0.009820426
27106,0.009820426
27107,0.009820426
27108,0.009820426
27109,0.009820426
27110,0.01010101
27111,0.01010101
27113,0.01010101
27114,0.01010101
27115,0.01010101
27116,0.01010101
27117,0.01010101
27118,0.01010101
27119,0.01010101
27120,0.010381594
27121,0.010381594
27122,0.010381594
27123,0.010381594
27124,0.010381594
27125,0.010381594
27126,0.010381594
27127,0.010381594
27128,0.010381594
27129,0.010381594
27130,0.010942761
27131,0.010942761
27132,0.010942761
27133,0.010942761
27134,0.010942761
27135,0.010942761
27136,0.010942761
27137,0.010942761
27138,0.010942761
27139,0.010942761
27140,0.010942761
27141,0.010942761
27142,0.010942761
27143,0.010942761
27144,0.010942761
27145,0.010942761
27146,0.010942761
27147,0.010942761
27148,0.010942761
27149,0.010942761
27150,0.010942761
27151,0.010942761
27152,0.010942761
27153,0.010942761
27154,0.010942761
27155,0.010942761
27156,0.010942761
27157,0.010942761
27158,0.010942761
27159,0.010942761
27160,0.010942761
27161,0.010942761
27162,0.010942761
27163,0.010942761
27164,0.010942761
27165,0.010942761
27166,0.010942761
27167,0.010942761
27168,0.010942761
27169,0.010942761
27170,0.010942761
27171,0.010942761
27172,0.010942761
27173,0.010942761
27174,0.010942761
27175,0.010942761
27176,0.010942761
27177,0.010942761
27178,0.010942761
27179,0.010942761
27180,0.010942761
27181,0.010942761
27182,0.010942761
27183,0.010942761
27184,0.010942761
27185,0.010942761
27186,0.010942761
27187,0.010942761
27188,0.010942761
27189,0.010942761
27190,0.010942761
27191,0.010942761
27192,0.010942761
27193,0.010942761
27194,0.010942761
27195,0.010942761
27196,0.010942761
27197,0.010942761
27198,0.010942761
27199,0.010942761
27200,0.010942761
27201,0.010942761
27202,0.010942761
27203,0.010942761
27204,0.010942761
27205,0.010942761
27206,0.010942761
27207,0.010942761
27208,0.010942761
27209,0.010942761
27210,0.011223345
27211,0.011223345
27212,0.011223345
27213,0.011223345
27214,0.011223345
27218,0.011223345
27219,0.011223345
27220,0.011503928
27221,0.011503928
27224,0.011503928
27225,0.011503928
27227,0.011503928
27228,0.011503928
27229,0.011503928
27231,0.011503928
27232,0.011503928
27234,0.011503928
27235,0.011503928
27236,0.011503928
27238,0.011503928
27239,0.011503928
27241,0.011503928
27242,0.011503928
27243,0.011503928
27244,0.011503928
27245,0.011503928
27246,0.011503928
27248,0.011503928
27249,0.011503928
27250,0.011503928
27251,0.011503928
27252,0.011503928
27253,0.011503928
27255,0.011503928
27256,0.011503928
27257,0.011503928
27258,0.011503928
27259,0.011503928
27261,0.011503928
27262,0.011503928
27263,0.011503928
27264,0.011503928
27265,0.011503928
27266,0.011503928
27267,0.011503928
27268,0.011503928
27269,0.011503928
27270,0.011503928
27271,0.011503928
27272,0.011503928
27273,0.011503928
27274,0.011503928
27276,0.011503928
27277,0.011503928
27278,0.011503928
27279,0.011503928
27280,0.011503928
27282,0.011503928
27283,0.011503928
27284,0.011503928
27285,0.011503928
27286,0.011503928
27288,0.011503928
27290,0.011503928
27291,0.011503928
27292,0.011503928
27293,0.011503928
27294,0.011503928
27295,0.011503928
27297,0.011503928
27298,0.011503928
27299,0.011503928
27300,0.011503928
27301,0.011503928
27302,0.011503928
27303,0.011503928
27304,0.011503928
27306,0.011503928
27307,0.011503928
27308,0.011503928
27309,0.011503928
27313,0.011503928
27315,0.011503928
27316,0.011503928
27317,0.011503928
27319,0.011503928
27320,0.011784512
27322,0.011784512
27323,0.011784512
27324,0.011784512
27326,0.011784512
27327,0.011784512
27328,0.011784512
27329,0.011784512
27330,0.011784512
27331,0.011784512
27332,0.011784512
27333,0.011784512
27334,0.011784512
27335,0.011784512
27337,0.011784512
27338,0.011784512
27340,0.011784512
27341,0.011784512
27342,0.011784512
27344,0.011784512
27345,0.011784512
27347,0.011784512
27348,0.011784512
27349,0.011784512
27350,0.011784512
27352,0.011784512
27353,0.011784512
27354,0.011784512
27355,0.011784512
27356,0.011784512
27357,0.011784512
27358,0.011784512
27359,0.011784512
27361,0.011784512
27362,0.011784512
27363,0.011784512
27366,0.011784512
27367,0.011784512
27368,0.011784512
27369,0.011784512
27370,0.011784512
27373,0.011784512
27374,0.011784512
27375,0.011784512
27376,0.011784512
27377,0.011784512
27380,0.011784512
27381,0.011784512
27382,0.011784512
27383,0.011784512
27384,0.011784512
27388,0.011784512
27390,0.011784512
27391,0.011784512
27397,0.011784512
27398,0.011784512
27399,0.011784512
27400,0.012065095
27404,0.012065095
27405,0.012065095
27406,0.012065095
27407,0.012065095
27408,0.012065095
27411,0.012065095
27412,0.012065095
27413,0.012065095
27414,0.012065095
27415,0.012065095
27418,0.012065095
27419,0.012065095
27420,0.012065095
27421,0.012065095
27423,0.012065095
27426,0.012065095
27427,0.012065095
27428,0.012065095
27430,0.012065095
27434,0.012065095
27435,0.012065095
27437,0.012065095
27441,0.012065095
27442,0.012065095
27444,0.012065095
27448,0.012065095
27449,0.012065095
27451,0.012065095
27455,0.012065095
27456,0.012065095
27458,0.012065095
27462,0.012065095
27463,0.012065095
27465,0.012065095
27471,0.012065095
27472,0.012065095
27479,0.012065095
27481,0.012065095
27486,0.012065095
27487,0.012065095
27493,0.012065095
27494,0.012065095
27497,0.012065095
27500,0.012065095
27501,0.012065095
27504,0.012065095
27508,0.012065095
27511,0.012065095
27515,0.012065095
27518,0.012065095
27522,0.012065095
27525,0.012065095
27529,0.012065095
27532,0.012065095
27538,0.012065095
27539,0.012065095
27546,0.012065095
27547,0.012065095
27549,0.012065095
27553,0.012065095
27556,0.012065095
27560,0.012065095
27563,0.012065095
27570,0.012065095
27577,0.012065095
27584,0.012065095
27591,0.012065095
27598,0.012065095
27605,0.012065095
27612,0.012065095
27619,0.012065095
27628,0.012065095
27644,0.012065095
27651,0.012065095
27658,0.012065095
27665,0.012065095
27672,0.012065095
27679,0.012065095
27686,0.012065095
27693,0.012065095
27700,0.012065095
27707,0.012065095
27714,0.012065095
27721,0.012065095
27740,0.012345679
27748,0.012345679
27756,0.012345679
27763,0.012345679
27770,0.012345679
27778,0.012345679
27785,0.012345679
27792,0.012345679
27799,0.012345679
27806,0.012345679
27813,0.012345679
27820,0.012626263
27828,0.012626263
27829,0.012626263
27836,0.012626263
27843,0.012626263
27845,0.012626263
27850,0.012626263
27852,0.012626263
27857,0.012626263
27859,0.012626263
27864,0.012626263
27866,0.012626263
27871,0.012626263
27873,0.012626263
27878,0.012626263
27880,0.012626263
27885,0.012626263
27887,0.012626263
27892,0.012626263
27894,0.012626263
27899,0.012626263
27901,0.012626263
27906,0.012626263
27908,0.012626263
27915,0.012626263
27931,0.012626263
27938,0.012626263
27945,0.012626263
27952,0.012626263
27959,0.012626263
27966,0.012626263
27973,0.012626263
27980,0.012626263
27987,0.012626263
27994,0.012626263
28000,0.012906846
28009,0.012906846
28017,0.012906846
28024,0.012906846
28031,0.012906846
28038,0.012906846
28045,0.012906846
28189,0.012906846
28196,0.012906846
28199,0.012906846
28203,0.012906846
28206,0.012906846
28209,0.012906846
28210,0.012906846
28213,0.012906846
28216,0.012906846
28217,0.012906846
28219,0.012906846
28220,0.012906846
28223,0.012906846
28224,0.012906846
28226,0.012906846
28227,0.012906846
28230,0.012906846
28231,0.012906846
28233,0.012906846
28234,0.012906846
28237,0.012906846
28238,0.012906846
28240,0.012906846
28241,0.012906846
28244,0.012906846
28245,0.012906846
28247,0.012906846
28248,0.012906846
28249,0.012906846
28251,0.012906846
28252,0.012906846
28254,0.012906846
28255,0.012906846
28256,0.012906846
28258,0.012906846
28259,0.012906846
28261,0.012906846
28262,0.012906846
28263,0.012906846
28265,0.012906846
28266,0.012906846
28268,0.012906846
28270,0.012906846
28271,0.012906846
28272,0.012906846
28273,0.012906846
28275,0.012906846
28277,0.012906846
28280,0.012906846
28281,0.012906846
28282,0.012906846
28284,0.012906846
28287,0.012906846
28289,0.012906846
28291,0.012906846
28294,0.012906846
28297,0.012906846
28298,0.012906846
28301,0.012906846
28304,0.012906846
28305,0.012906846
28308,0.012906846
28311,0.012906846
28312,0.012906846
28314,0.012906846
28315,0.012906846
28318,0.012906846
28319,0.012906846
28321,0.012906846
28322,0.012906846
28325,0.012906846
28326,0.012906846
28328,0.012906846
28329,0.012906846
28330,0.01318743
28331,0.01318743
28332,0.01318743
28333,0.01318743
28335,0.01318743
28336,0.01318743
28338,0.01318743
28339,0.01318743
28340,0.01318743
28342,0.01318743
28343,0.01318743
28344,0.01318743
28346,0.01318743
28347,0.01318743
28349,0.01318743
28350,0.01318743
28351,0.01318743
28353,0.01318743
28354,0.01318743
28356,0.01318743
28358,0.01318743
28360,0.01318743
28361,0.01318743
28363,0.01318743
28365,0.01318743
28367,0.01318743
28368,0.01318743
28370,0.01318743
28372,0.01318743
28374,0.01318743
28375,0.01318743
28377,0.01318743
28379,0.01318743
28381,0.01318743
28382,0.01318743
28384,0.01318743
28386,0.01318743
28388,0.01318743
28389,0.01318743
28391,0.01318743
28393,0.01318743
28395,0.01318743
28396,0.01318743
28398,0.01318743
28402,0.01318743
28403,0.01318743
28405,0.01318743
28409,0.01318743
28410,0.01318743
28412,0.01318743
28416,0.01318743
28417,0.01318743
28419,0.01318743
28424,0.01318743
28425,0.01318743
28431,0.01318743
28441,0.01318743
28448,0.01318743
28455,0.01318743
28462,0.01318743
28469,0.01318743
28476,0.01318743
28483,0.01318743
28490,0.01318743
28497,0.01318743
28504,0.01318743
28511,0.01318743
28760,0.014309764
28769,0.014309764
28770,0.016554433
28777,0.016554433
28778,0.016554433
28779,0.016554433
28780,0.018518519
28781,0.018518519
28784,0.018518519
28786,0.018518519
28787,0.018518519
28788,0.018518519
28789,0.018518519
28790,0.021885522
28791,0.021885522
28793,0.021885522
28795,0.021885522
28797,0.021885522
28798,0.021885522
28799,0.021885522
28800,0.024971942
28801,0.024971942
28803,0.024971942
28805,0.024971942
28806,0.024971942
28807,0.024971942
28808,0.024971942
28809,0.024971942
28810,0.026094276
28812,0.026094276
28813,0.026094276
28814,0.026094276
28815,0.026094276
28816,0.026094276
28817,0.026094276
28818,0.026094276
28819,0.026094276
28820,0.028338945
28823,0.028338945
28825,0.028338945
28826,0.028338945
28827,0.028338945
28828,0.028338945
28829,0.028338945
28830,0.029741863
28831,0.029741863
28832,0.029741863
28834,0.029741863
28836,0.029741863
28837,0.029741863
28838,0.029741863
28839,0.029741863
28840,0.031705948
28842,0.031705948
28843,0.031705948
28844,0.031705948
28845,0.031705948
28846,0.031705948
28847,0.031705948
28848,0.031705948
28849,0.031705948
28850,0.032547699
28851,0.032547699
28852,0.032547699
28853,0.032547699
28854,0.032547699
28855,0.032547699
28856,0.032547699
28857,0.032547699
28858,0.032547699
28859,0.032547699
28860,0.034231201
28861,0.034231201
28862,0.034231201
28863,0.034231201
28864,0.034231201
28865,0.034231201
28866,0.034231201
28867,0.034231201
28868,0.034231201
28869,0.034231201
28870,0.036756453
28873,0.036756453
28874,0.036756453
28876,0.036756453
28877,0.036756453
28878,0.036756453
28879,0.036756453
28880,0.038720539
28881,0.038720539
28882,0.038720539
28884,0.038720539
28885,0.038720539
28886,0.038720539
28887,0.038720539
28888,0.038720539
28889,0.038720539
28890,0.040684624
28891,0.040684624
28894,0.040684624
28895,0.040684624
28896,0.040684624
28897,0.040684624
28898,0.040684624
28899,0.040684624
28900,0.042929293
28901,0.042929293
28902,0.042929293
28903,0.042929293
28904,0.042929293
28905,0.042929293
28906,0.042929293
28907,0.042929293
28908,0.042929293
28909,0.042929293
28910,0.045735129
28911,0.045735129
28912,0.045735129
28913,0.045735129
28914,0.045735129
28915,0.045735129
28916,0.045735129
28917,0.045735129
28918,0.045735129
28919,0.045735129
28920,0.048540965
28921,0.048540965
28923,0.048540965
28924,0.048540965
28925,0.048540965
28926,0.048540965
28927,0.048540965
28928,0.048540965
28929,0.048540965
28930,0.050224467
28931,0.050224467
28935,0.050224467
28936,0.050224467
28937,0.050224467
28938,0.050224467
28939,0.050224467
28940,0.051346801
28943,0.051346801
28944,0.051346801
28945,0.051346801
28947,0.051346801
28948,0.051346801
28949,0.051346801
28950,0.052749719
28953,0.052749719
28954,0.052749719
28955,0.052749719
28956,0.052749719
28957,0.052749719
28958,0.052749719
28959,0.052749719
28960,0.055555556
28962,0.055555556
28963,0.055555556
28964,0.055555556
28965,0.055555556
28966,0.055555556
28967,0.055555556
28968,0.055555556
28969,0.055555556
28970,0.058641975
28971,0.058641975
28972,0.058641975
28974,0.058641975
28975,0.058641975
28976,0.058641975
28977,0.058641975
28978,0.058641975
28979,0.058641975
28980,0.060886644
28982,0.060886644
28983,0.060886644
28984,0.060886644
28985,0.060886644
28986,0.060886644
28987,0.060886644
28988,0.060886644
28989,0.060886644
28990,0.063411897
28991,0.063411897
28993,0.063411897
28994,0.063411897
28995,0.063411897
28996,0.063411897
28997,0.063411897
28998,0.063411897
28999,0.063411897
29000,0.064814815
29001,0.064814815
29002,0.064814815
29003,0.064814815
29004,0.064814815
29005,0.064814815
29006,0.064814815
29007,0.064814815
29008,0.064814815
29009,0.064814815
29010,0.067059484
29011,0.067059484
29012,0.067059484
29013,0.067059484
29015,0.067059484
29016,0.067059484
29017,0.067059484
29018,0.067059484
29019,0.067059484
29020,0.068742985
29021,0.068742985
29023,0.068742985
29024,0.068742985
29025,0.068742985
29026,0.068742985
29027,0.068742985
29028,0.068742985
29029,0.068742985
29030,0.070987654
29031,0.070987654
29033,0.070987654
29034,0.070987654
29035,0.070987654
29036,0.070987654
29037,0.070987654
29038,0.070987654
29039,0.070987654
29040,0.072671156
29042,0.072671156
29043,0.072671156
29044,0.072671156
29045,0.072671156
29046,0.072671156
29047,0.072671156
29048,0.072671156
29049,0.072671156
29050,0.074635241
29051,0.074635241
29052,0.074635241
29053,0.074635241
29054,0.074635241
29055,0.074635241
29056,0.074635241
29057,0.074635241
29058,0.074635241
29059,0.074635241
29060,0.075757576
29061,0.075757576
29063,0.075757576
29064,0.075757576
29065,0.075757576
29066,0.075757576
29067,0.075757576
29068,0.075757576
29069,0.075757576
29070,0.079124579
29072,0.079124579
29073,0.079124579
29074,0.079124579
29075,0.079124579
29076,0.079124579
29077,0.079124579
29078,0.079124579
29079,0.079124579
29080,0.080808081
29081,0.080808081
29082,0.080808081
29083,0.080808081
29084,0.080808081
29086,0.080808081
29087,0.080808081
29088,0.080808081
29089,0.080808081
29090,0.082210999
29091,0.082210999
29093,0.082210999
29094,0.082210999
29095,0.082210999
29096,0.082210999
29097,0.082210999
29098,0.082210999
29099,0.082210999
29100,0.083333333
29101,0.083333333
29102,0.083333333
29103,0.083333333
29104,0.083333333
29105,0.083333333
29106,0.083333333
29107,0.083333333
29108,0.083333333
29109,0.083333333
29110,0.085858586
29111,0.085858586
29112,0.085858586
29113,0.085858586
29114,0.085858586
29115,0.085858586
29116,0.085858586
29117,0.085858586
29118,0.085858586
29119,0.085858586
29120,0.087822671
29121,0.087822671
29122,0.087822671
29123,0.087822671
29124,0.087822671
29125,0.087822671
29126,0.087822671
29127,0.087822671
29128,0.087822671
29129,0.087822671
29130,0.090628507
29131,0.090628507
29133,0.090628507
29134,0.090628507
29135,0.090628507
29136,0.090628507
29137,0.090628507
29138,0.090628507
29139,0.090628507
29140,0.09315376
29141,0.09315376
29142,0.09315376
29143,0.09315376
29144,0.09315376
